Paper ID,Paper Title,Author(s),Session,Oral
4284,VectorNet: Encoding HD Maps and Agent Dynamics From Vectorized Representation,"Jiyang Gao, Chen Sun, Hang Zhao, Yi Shen, Dragomir Anguelov, Congcong Li, Cordelia Schmid","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
4422,ECA-Net: Efficient Channel Attention for Deep Convolutional Neural Networks,"Qilong Wang, Banggu Wu, Pengfei Zhu, Peihua Li, Wangmeng Zuo, Qinghua Hu","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
4472,MTL-NAS: Task-Agnostic Neural Architecture Search Towards General-Purpose Multi-Task Learning,"Yuan Gao, Haoping Bai, Zequn Jie, Jiayi Ma, Kui Jia, Wei Liu","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
4576,PnPNet: End-to-End Perception and Prediction With Tracking in the Loop,"Ming Liang, Bin Yang, Wenyuan Zeng, Yun Chen, Rui Hu, Sergio Casas, Raquel Urtasun","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
4616,Revisiting the Sibling Head in Object Detector,"Guanglu Song, Yu Liu, Xiaogang Wang","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
4714,Visual Reaction: Learning to Play Catch With Your Drone,"Kuo-Hao Zeng, Roozbeh Mottaghi, Luca Weihs, Ali Farhadi","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
4776,Prime Sample Attention in Object Detection,"Yuhang Cao, Kai Chen, Chen Change Loy, Dahua Lin","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
4972,SpineNet: Learning Scale-Permuted Backbone for Recognition and Localization,"Xianzhi Du, Tsung-Yi Lin, Pengchong Jin, Golnaz Ghiasi, Mingxing Tan, Yin Cui, Quoc V. Le, Xiaodan Song","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5010,KeyPose: Multi-View 3D Labeling and Keypoint Estimation for Transparent Objects,"Xingyu Liu, Rico Jonschkowski, Anelia Angelova, Kurt Konolige","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5047,SegGCN: Efficient 3D Point Cloud Segmentation With Fuzzy Spherical Kernel,"Huan Lei, Naveed Akhtar, Ajmal Mian","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5088,nuScenes: A Multimodal Dataset for Autonomous Driving,"Holger Caesar, Varun Bankiti, Alex H. Lang, Sourabh Vora, Venice Erin Liong, Qiang Xu, Anush Krishnan, Yu Pan, Giancarlo Baldan, Oscar Beijbom","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5118,PVN3D: A Deep Point-Wise 3D Keypoints Voting Network for 6DoF Pose Estimation,"Yisheng He, Wei Sun, Haibin Huang, Jianran Liu, Haoqiang Fan, Jian Sun","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5138,Probabilistic Pixel-Adaptive Refinement Networks,"Anne S. Wannenwetsch, Stefan Roth","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5225,Discovering Human Interactions With Novel Objects via Zero-Shot Learning,"Suchen Wang, Kim-Hui Yap, Junsong Yuan, Yap-Peng Tan","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5235,Equalization Loss for Long-Tailed Object Recognition,"Jingru Tan, Changbao Wang, Buyu Li, Quanquan Li, Wanli Ouyang, Changqing Yin, Junjie Yan","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5238,Learning Depth-Guided Convolutions for Monocular 3D Object Detection,"Mingyu Ding, Yuqi Huo, Hongwei Yi, Zhe Wang, Jianping Shi, Zhiwu Lu, Ping Luo","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5241,Seeing Through Fog Without Seeing Fog: Deep Multimodal Sensor Fusion in Unseen Adverse Weather,"Mario Bijelic, Tobias Gruber, Fahim Mannan, Florian Kraus, Werner Ritter, Klaus Dietmayer, Felix Heide","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5257,Don’t Even Look Once: Synthesizing Features for Zero-Shot Detection,"Pengkai Zhu, Hanxiao Wang, Venkatesh Saligrama","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5280,EPOS: Estimating 6D Pose of Objects With Symmetries,"Tomáš Hodaň, Dániel Baráth, Jiří Matas","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5327,"Train in Germany, Test in the USA: Making 3D Object Detectors Generalize","Yan Wang, Xiangyu Chen, Yurong You, Li Erran Li, Bharath Hariharan, Mark Campbell, Kilian Q. Weinberger, Wei-Lun Chao","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5378,Exploring Categorical Regularization for Domain Adaptive Object Detection,"Chang-Dong Xu, Xing-Ran Zhao, Xin Jin, Xiu-Shen Wei","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5426,Neural Implicit Embedding for Point Cloud Analysis,"Kent Fujiwara, Taiichi Hashimoto","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5493,Pose-Guided Visible Part Matching for Occluded Person ReID,"Shang Gao, Jingya Wang, Huchuan Lu, Zimo Liu","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5502,ContourNet: Taking a Further Step Toward Accurate Arbitrary-Shaped Scene Text Detection,"Yuxin Wang, Hongtao Xie, Zheng-Jun Zha, Mengting Xing, Zilong Fu, Yongdong Zhang","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5526,Exploring Data Aggregation in Policy Learning for Vision-Based Urban Autonomous Driving,"Aditya Prakash, Aseem Behl, Eshed Ohn-Bar, Kashyap Chitta, Andreas Geiger","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5544,Look-Into-Object: Self-Supervised Structure Modeling for Object Recognition,"Mohan Zhou, Yalong Bai, Wei Zhang, Tiejun Zhao, Tao Mei","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5593,Recognizing Objects From Any View With Object and Viewer-Centered Representations,"Sainan Liu, Vincent Nguyen, Isaac Rehg, Zhuowen Tu","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5772,Gated Channel Transformation for Visual Recognition,"Zongxin Yang, Linchao Zhu, Yu Wu, Yi Yang","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5773,Non-Local Neural Networks With Grouped Bilinear Attentional Transforms,"Lu Chi, Zehuan Yuan, Yadong Mu, Changhu Wang","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5844,Generative-Discriminative Feature Representations for Open-Set Recognition,"Pramuditha Perera, Vlad I. Morariu, Rajiv Jain, Varun Manjunatha, Curtis Wigington, Vicente Ordonez, Vishal M. Patel","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
5966,RPM-Net: Robust Point Matching Using Learned Features,"Zi Jian Yew, Gim Hee Lee","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
6130,Sideways: Depth-Parallel Training of Video Models,"Mateusz Malinowski, Grzegorz Świrszcz, João Carreira, Viorica Pătrăucean","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
6139,Basis Prediction Networks for Effective Burst Denoising With Large Kernels,"Zhihao Xia, Federico Perazzi, Michaël Gharbi, Kalyan Sunkavalli, Ayan Chakrabarti","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
6156,Private-kNN: Practical Differential Privacy for Computer Vision,"Yuqing Zhu, Xiang Yu, Manmohan Chandraker, Yu-Xiang Wang","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
6209,SP-NAS: Serial-to-Parallel Backbone Search for Object Detection,"Chenhan Jiang, Hang Xu, Wei Zhang, Xiaodan Liang, Zhenguo Li","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
6241,Structure Aware Single-Stage 3D Object Detection From Point Cloud,"Chenhang He, Hui Zeng, Jianqiang Huang, Xian-Sheng Hua, Lei Zhang","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
6308,“Looking at the Right Stuff” – Guided Semantic-Gaze for Autonomous Driving,"Anwesan Pal, Sayan Mondal, Henrik I. Christensen","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
6397,What’s Hidden in a Randomly Weighted Neural Network?,"Vivek Ramanujan, Mitchell Wortsman, Aniruddha Kembhavi, Ali Farhadi, Mohammad Rastegari","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
6403,Structured Multi-Hashing for Model Compression,"Elad Eban, Yair Movshovitz-Attias, Hao Wu, Mark Sandler, Andrew Poon, Yerlan Idelbayev, Miguel Á. Carreira-Perpiñán","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
6411,DOPS: Learning to Detect 3D Objects and Predict Their 3D Shapes,"Mahyar Najibi, Guangda Lai, Abhijit Kundu, Zhichao Lu, Vivek Rathod, Thomas Funkhouser, Caroline Pantofaru, David Ross, Larry S. Davis, Alireza Fathi","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
6543,AutoTrack: Towards High-Performance Visual Tracking for UAV With Automatic Spatio-Temporal Regularization,"Yiming Li, Changhong Fu, Fangqiang Ding, Ziyuan Huang, Geng Lu","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
6612,GP-NAS: Gaussian Process Based Neural Architecture Search,"Zhihang Li, Teng Xi, Jiankang Deng, Gang Zhang, Shengzhao Wen, Ran He","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
6690,NAS-FCOS: Fast Neural Architecture Search for Object Detection,"Ning Wang, Yang Gao, Hao Chen, Peng Wang, Zhi Tian, Chunhua Shen, Yanning Zhang","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
6693,TCTS: A Task-Consistent Two-Stage Framework for Person Search,"Cheng Wang, Bingpeng Ma, Hong Chang, Shiguang Shan, Xilin Chen","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
6771,SCATTER: Selective Context Attentional Scene Text Recognizer,"Ron Litman, Oron Anschel, Shahar Tsiper, Roee Litman, Shai Mazor, R. Manmatha","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
6820,Learning Canonical Shape Space for Category-Level 6D Object Pose and Size Estimation,"Dengsheng Chen, Jun Li, Zheng Wang, Kai Xu","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
6825,Hierarchical Scene Coordinate Classification and Regression for Visual Localization,"Xiaotian Li, Shuzhe Wang, Yi Zhao, Jakob Verbeek, Juho Kannala","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
6901,MiLeNAS: Efficient Neural Architecture Search via Mixed-Level Reformulation,"Chaoyang He, Haishan Ye, Li Shen, Tong Zhang","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
6973,Scalable Uncertainty for Computer Vision With Functional Variational Inference,"Eduardo D. C. Carvalho, Ronald Clark, Andrea Nicastro, Paul H. J. Kelly","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
7778,Uncertainty-Aware CNNs for Depth Completion: Uncertainty from Beginning to End,"Abdelrahman Eldesokey, Michael Felsberg, Karl Holmquist, Michael Persson","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
7976,Butterfly Transform: An Efficient FFT Based Neural Architecture Design,"Keivan Alizadeh vahid, Anish Prabhu, Ali Farhadi, Mohammad Rastegari","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
7996,A Certifiably Globally Optimal Solution to Generalized Essential Matrix Estimation,"Ji Zhao, Wanting Xu, Laurent Kneip","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
8140,MUXConv: Information Multiplexing in Convolutional Neural Networks,"Zhichao Lu, Kalyanmoy Deb, Vishnu Naresh Boddeti","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
8309,PointGMM: A Neural GMM Network for Point Clouds,"Amir Hertz, Rana Hanocka, Raja Giryes, Daniel Cohen-Or","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
8322,Noisier2Noise: Learning to Denoise From Unpaired Noisy Data,"Nick Moran, Dan Schmidt, Yu Zhong, Patrick Coady","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
8503,TRPLP – Trifocal Relative Pose From Lines at Points,"Ricardo Fabbri, Timothy Duff, Hongyi Fan, Margaret H. Regan, David da Costa de Pinho, Elias Tsigaridas, Charles W. Wampler, Jonathan D. Hauenstein, Peter J. Giblin, Benjamin Kimia, Anton Leykin, Tomas Pajdla","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
8882,DSNAS: Direct Neural Architecture Search Without Parameter Retraining,"Shoukang Hu, Sirui Xie, Hehui Zheng, Chunxiao Liu, Jianping Shi, Xunying Liu, Dahua Lin","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
8930,MonoPair: Monocular 3D Object Detection Using Pairwise Spatial Relationships,"Yongjian Chen, Lei Tai, Kai Sun, Mingyang Li","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
9002,Regularization on Spatio-Temporally Smoothed Feature for Action Recognition,"Jinhyung Kim, Seunghwan Cha, Dongyoon Wee, Soonmin Bae, Junmo Kim","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
9009,Towards Accurate Scene Text Recognition With Semantic Reasoning Networks,"Deli Yu, Xuan Li, Chengquan Zhang, Tao Liu, Junyu Han, Jingtuo Liu, Errui Ding","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
9120,Unsupervised Reinforcement Learning of Transferable Meta-Skills for Embodied Navigation,"Juncheng Li, Xin Wang, Siliang Tang, Haizhou Shi, Fei Wu, Yueting Zhuang, William Yang Wang","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
9196,Inferring Attention Shift Ranks of Objects for Image Saliency,"Avishek Siris, Jianbo Jiao, Gary K.L. Tam, Xianghua Xie, Rynson W.H. Lau","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
9517,Camera On-Boarding for Person Re-Identification Using Hypothesis Transfer Learning,"Sk Miraj Ahmed, Aske R. Lejbølle, Rameswar Panda, Amit K. Roy-Chowdhury","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
9548,Joint Graph-Based Depth Refinement and Normal Estimation,"Mattia Rossi, Mireille El Gheche, Andreas Kuhn, Pascal Frossard","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
9705,DR Loss: Improving Object Detection by Distributional Ranking,"Qi Qian, Lei Chen, Hao Li, Rong Jin","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
9712,Self-Trained Deep Ordinal Regression for End-to-End Video Anomaly Detection,"Guansong Pang, Cheng Yan, Chunhua Shen, Anton van den Hengel, Xiao Bai","Poster 3.2 — Recognition (Detection, Categorization); Vision for Robotics and Autonomous Vehicles; Machine Learning Architectures and Formulations",False
1239,Few-Shot Class-Incremental Learning,"Xiaoyu Tao, Xiaopeng Hong, Xinyuan Chang, Songlin Dong, Xing Wei, Yihong Gong","Oral 3.3A — Recognition (Detection, Categorization) (3); Segmentation, Grouping and Shape (2)",True
5639,PolarMask: Single Shot Instance Segmentation With Polar Representation,"Enze Xie, Peize Sun, Xiaoge Song, Wenhai Wang, Xuebo Liu, Ding Liang, Chunhua Shen, Ping Luo","Oral 3.3A — Recognition (Detection, Categorization) (3); Segmentation, Grouping and Shape (2)",True
5957,DeepEMD: Few-Shot Image Classification With Differentiable Earth Mover’s Distance and Structured Classifiers,"Chi Zhang, Yujun Cai, Guosheng Lin, Chunhua Shen","Oral 3.3A — Recognition (Detection, Categorization) (3); Segmentation, Grouping and Shape (2)",True
1453,"Detection in Crowded Scenes: One Proposal, Multiple Predictions","Xuangeng Chu, Anlin Zheng, Xiangyu Zhang, Jian Sun","Oral 3.3A — Recognition (Detection, Categorization) (3); Segmentation, Grouping and Shape (2)",True
1625,Autolabeling 3D Objects With Differentiable Rendering of SDF Shape Priors,"Sergey Zakharov, Wadim Kehl, Arjun Bhargava, Adrien Gaidon","Oral 3.3A — Recognition (Detection, Categorization) (3); Segmentation, Grouping and Shape (2)",True
1431,Interactive Object Segmentation With Inside-Outside Guidance,"Shiyin Zhang, Jun Hao Liew, Yunchao Wei, Shikui Wei, Yao Zhao","Oral 3.3A — Recognition (Detection, Categorization) (3); Segmentation, Grouping and Shape (2)",True
5210,Mnemonics Training: Multi-Class Incremental Learning Without Forgetting,"Yaoyao Liu, Yuting Su, An-An Liu, Bernt Schiele, Qianru Sun","Oral 3.3A — Recognition (Detection, Categorization) (3); Segmentation, Grouping and Shape (2)",True
4304,Learning to Segment 3D Point Clouds in 2D Image Space,"Yecheng Lyu, Xinming Huang, Ziming Zhang","Oral 3.3A — Recognition (Detection, Categorization) (3); Segmentation, Grouping and Shape (2)",True
7320,Smooth Shells: Multi-Scale Shape Registration With Functional Maps,"Marvin Eisenberger, Zorah Lähner, Daniel Cremers","Oral 3.3A — Recognition (Detection, Categorization) (3); Segmentation, Grouping and Shape (2)",True
5028,Self-Supervised Equivariant Attention Mechanism for Weakly Supervised Semantic Segmentation,"Yude Wang, Jie Zhang, Meina Kan, Shiguang Shan, Xilin Chen","Oral 3.3A — Recognition (Detection, Categorization) (3); Segmentation, Grouping and Shape (2)",True
9383,Efficient Neural Vision Systems Based on Convolutional Image Acquisition,"Pedram Pad, Simon Narduzzi, Clément Kündig, Engin Türetken, Siavash A. Bigdeli, L. Andrea Dunbar",Oral 3.3B — Vision Applications and Systems; Vision & Other Modalities; Visual Reasoning and Logical Representation,True
5600,Visual Chirality,"Zhiqiu Lin, Jin Sun, Abe Davis, Noah Snavely",Oral 3.3B — Vision Applications and Systems; Vision & Other Modalities; Visual Reasoning and Logical Representation,True
8912,What Machines See Is Not What They Get: Fooling Scene Text Recognition Models With Adversarial Text Images,"Xing Xu, Jiefu Chen, Jinhui Xiao, Lianli Gao, Fumin Shen, Heng Tao Shen",Oral 3.3B — Vision Applications and Systems; Vision & Other Modalities; Visual Reasoning and Logical Representation,True
2487,Dynamic Traffic Modeling From Overhead Imagery,"Scott Workman, Nathan Jacobs",Oral 3.3B — Vision Applications and Systems; Vision & Other Modalities; Visual Reasoning and Logical Representation,True
6122,Satellite Image Time Series Classification With Pixel-Set Encoders and Temporal Self-Attention,"Vivien Sainte Fare Garnot, Loic Landrieu, Sebastien Giordano, Nesrine Chehata",Oral 3.3B — Vision Applications and Systems; Vision & Other Modalities; Visual Reasoning and Logical Representation,True
4717,DAVD-Net: Deep Audio-Aided Video Decompression of Talking Heads,"Xi Zhang, Xiaolin Wu, Xinliang Zhai, Xianye Ben, Chengjie Tu",Oral 3.3B — Vision Applications and Systems; Vision & Other Modalities; Visual Reasoning and Logical Representation,True
8489,Learning When and Where to Zoom With Deep Reinforcement Learning,"Burak Uzkent, Stefano Ermon",Oral 3.3B — Vision Applications and Systems; Vision & Other Modalities; Visual Reasoning and Logical Representation,True
1225,Cross-Domain Detection via Graph-Induced Prototype Alignment,"Minghao Xu, Hang Wang, Bingbing Ni, Qi Tian, Wenjun Zhang",Oral 3.3C — Transfer/Low-Shot/Semi/Unsupervised Learning (3),True
9180,Meta-Learning of Neural Architectures for Few-Shot Learning,"Thomas Elsken, Benedikt Staffler, Jan Hendrik Metzen, Frank Hutter",Oral 3.3C — Transfer/Low-Shot/Semi/Unsupervised Learning (3),True
6640,Towards Inheritable Models for Open-Set Domain Adaptation,"Jogendra Nath Kundu, Naveen Venkat, Ambareesh Revanur, Rahul M V, R. Venkatesh Babu",Oral 3.3C — Transfer/Low-Shot/Semi/Unsupervised Learning (3),True
5904,Learning From Synthetic Animals,"Jiteng Mu, Weichao Qiu, Gregory D. Hager, Alan L. Yuille",Oral 3.3C — Transfer/Low-Shot/Semi/Unsupervised Learning (3),True
8965,Distilling Cross-Task Knowledge via Relationship Matching,"Han-Jia Ye, Su Lu, De-Chuan Zhan",Oral 3.3C — Transfer/Low-Shot/Semi/Unsupervised Learning (3),True
1681,Open Compound Domain Adaptation,"Ziwei Liu, Zhongqi Miao, Xingang Pan, Xiaohang Zhan, Dahua Lin, Stella X. Yu, Boqing Gong",Oral 3.3C — Transfer/Low-Shot/Semi/Unsupervised Learning (3),True
161,Context Prior for Scene Segmentation,"Changqian Yu, Jingbo Wang, Changxin Gao, Gang Yu, Chunhua Shen, Nong Sang","Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning",False
175,Tangent Images for Mitigating Spherical Distortion,"Marc Eder, Mykhailo Shvets, John Lim, Jan-Michael Frahm","Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning",False
384,Learning a Dynamic Map of Visual Appearance,"Tawfiq Salem, Scott Workman, Nathan Jacobs","Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning",False
551,Webly Supervised Knowledge Embedding Model for Visual Reasoning,"Wenbo Zheng, Lan Yan, Chao Gou, Fei-Yue Wang","Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning",False
592,Gradually Vanishing Bridge for Adversarial Domain Adaptation,"Shuhao Cui, Shuhui Wang, Junbao Zhuo, Chi Su, Qingming Huang, Qi Tian","Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning",False
622,Active Speakers in Context,"Juan León Alcázar, Fabian Caba, Long Mai, Federico Perazzi, Joon-Young Lee, Pablo Arbeláez, Bernard Ghanem","Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning",False
784,"Panoptic-DeepLab: A Simple, Strong, and Fast Baseline for Bottom-Up Panoptic Segmentation","Bowen Cheng, Maxwell D. Collins, Yukun Zhu, Ting Liu, Thomas S. Huang, Hartwig Adam, Liang-Chieh Chen","Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning",False
901,Inter-Region Affinity Distillation for Road Marking Segmentation,"Yuenan Hou, Zheng Ma, Chunxiao Liu, Tak-Wai Hui, Chen Change Loy","Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning",False
963,Unified Dynamic Convolutional Network for Super-Resolution With Variational Degradations,"Yu-Syuan Xu, Shou-Yao Roy Tseng, Yu Tseng, Hsien-Kai Kuo, Yi-Min Tsai","Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning",False
1054,Making Better Mistakes: Leveraging Class Hierarchies With Deep Networks,"Luca Bertinetto, Romain Mueller, Konstantinos Tertikas, Sina Samangooei, Nicholas A. Lord","Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning",False
1474,Data-Free Knowledge Amalgamation via Group-Stack Dual-GAN,"Jingwen Ye, Yixin Ji, Xinchao Wang, Xin Gao, Mingli Song","Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning",False
1548,Screencast Tutorial Video Understanding,"Kunpeng Li, Chen Fang, Zhaowen Wang, Seokhwan Kim, Hailin Jin, Yun Fu","Poster 3.3 — Recognition (Detection, Categorization); Segmentation, Grouping and Shape; Vision Applications and Systems; Vision & Other Modalities; Transfer/Low-Shot/Semi/Unsupervised Learning",False
